Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Matthew Stafford,LAR,26,41,243,1,2,2,19,33,67.4,1,1,0,1,0,0,0,0,0,0,0,202111150,sfo
Johnny Hekker,LAR,1,1,2,0,0,0,0,2,79.2,0,0,0,0,0,0,0,0,0,0,0,202111150,sfo
Darrell Henderson,LAR,0,0,0,0,0,0,0,0,,5,31,0,11,6,4,10,0,6,0,0,202111150,sfo
Sony Michel,LAR,0,0,0,0,0,0,0,0,,4,20,0,7,2,2,11,0,9,0,0,202111150,sfo
Cooper Kupp,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,13,11,122,0,29,0,0,202111150,sfo
Van Jefferson,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,54,0,33,0,0,202111150,sfo
Tyler Higbee,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,20,1,12,0,0,202111150,sfo
Odell Beckham Jr.,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,18,0,13,0,0,202111150,sfo
Ben Skowronek,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,8,0,8,0,0,202111150,sfo
Kendall Blanton,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,202111150,sfo
Jimmy Garoppolo,SFO,15,19,182,2,0,1,3,40,141.7,2,1,0,2,0,0,0,0,0,0,0,202111150,sfo
Elijah Mitchell,SFO,0,0,0,0,0,0,0,0,,27,91,0,17,0,0,0,0,0,0,0,202111150,sfo
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,5,36,1,9,5,5,97,1,40,0,0,202111150,sfo
Jeff Wilson,SFO,0,0,0,0,0,0,0,0,,10,28,0,6,0,0,0,0,0,0,0,202111150,sfo
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,50,1,18,0,0,202111150,sfo
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,0,21,0,0,202111150,sfo
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,202111150,sfo
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,202111150,sfo
