Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jameis Winston,NOR,11,22,111,0,2,4,31,27,26.9,3,19,1,12,0,0,0,0,0,0,0,202109190,car
Taysom Hill,NOR,0,0,0,0,0,0,0,0,,2,16,0,9,0,0,0,0,0,0,0,202109190,car
Tony Jones,NOR,0,0,0,0,0,0,0,0,,3,7,0,6,0,0,0,0,0,0,0,202109190,car
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,8,5,0,5,6,4,25,0,8,0,0,202109190,car
Deonte Harty,NOR,0,0,0,0,0,0,0,0,,1,1,0,1,2,1,9,0,9,0,0,202109190,car
Lil'Jordan Humphrey,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,27,0,27,0,0,202109190,car
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,23,0,23,0,0,202109190,car
Chris Hogan,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,16,0,16,0,0,202109190,car
Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,8,0,4,0,0,202109190,car
Ty Montgomery,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,202109190,car
Sam Darnold,CAR,26,38,305,2,1,2,11,32,99.1,1,7,0,7,0,0,0,0,0,1,0,202109190,car
Christian McCaffrey,CAR,0,0,0,0,0,0,0,0,,24,72,1,16,6,5,65,0,32,0,0,202109190,car
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,8,10,0,9,1,0,0,0,0,0,0,202109190,car
D.J. Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,79,1,20,0,0,202109190,car
Dan Arnold,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,55,0,19,0,0,202109190,car
Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,44,1,20,0,0,202109190,car
Robbie Chosen,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,38,0,18,0,0,202109190,car
Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,17,0,11,0,0,202109190,car
Ian Thomas,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0,202109190,car
