Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Josh Allen,BUF,21,28,366,2,1,2,16,57,125.6,2,3,0,4,0,0,0,0,0,0,0,202111140,nyj
Devin Singletary,BUF,0,0,0,0,0,0,0,0,,7,43,1,15,1,1,6,0,6,1,0,202111140,nyj
Matt Breida,BUF,0,0,0,0,0,0,0,0,,3,28,1,15,3,3,22,1,15,1,1,202111140,nyj
Zack Moss,BUF,0,0,0,0,0,0,0,0,,7,27,1,11,0,0,0,0,0,0,0,202111140,nyj
Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,1,24,0,24,2,2,27,0,16,0,0,202111140,nyj
Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,2,17,1,9,3,1,12,0,12,0,0,202111140,nyj
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,13,8,162,1,57,0,0,202111140,nyj
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,105,0,49,0,0,202111140,nyj
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,17,0,17,0,0,202111140,nyj
Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,8,0,0,202111140,nyj
Davis Webb,BUF,0,0,0,0,0,0,0,0,,2,-3,0,-1,0,0,0,0,0,0,0,202111140,nyj
Mike White,NYJ,24,44,251,0,4,1,2,28,33.4,0,0,0,0,0,0,0,0,0,0,0,202111140,nyj
Joe Flacco,NYJ,3,3,47,1,0,0,0,25,158.3,0,0,0,0,0,0,0,0,0,0,0,202111140,nyj
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,16,39,1,8,6,4,43,0,19,0,0,202111140,nyj
Tevin Coleman,NYJ,0,0,0,0,0,0,0,0,,4,29,0,15,3,2,4,0,11,0,0,202111140,nyj
Ty Johnson,NYJ,0,0,0,0,0,0,0,0,,2,2,0,2,8,5,36,0,14,0,0,202111140,nyj
Corey Davis,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,93,0,28,1,1,202111140,nyj
Elijah Moore,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,44,1,25,0,0,202111140,nyj
Ryan Griffin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,21,0,21,0,0,202111140,nyj
Jamison Crowder,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,20,0,9,0,0,202111140,nyj
Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,19,0,7,0,0,202111140,nyj
Keelan Cole,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,18,0,18,0,0,202111140,nyj
